LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V253_kuntxee, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V254_shu'un,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 1 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+5? <42>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V255_sana,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V256_ntatava,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V257_chintxaa,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V258_xixin,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V259_chiko'va,_5_5 ⇌ i1_3_3 / _[t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ][a-e-i]_[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][e-i-o][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_ <4>,5_3_5 ⇌ 3_1_3 / t͡ʃi_ko_ʔβa_ <1>,i1_3 ⇌ _1 / _t͡ʃi3ko_ʔβa3 <1>
V260_sakee, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V261_sakoyo, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V262_kuntxitxa,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V263_numi,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V264_ntantiki,_5_5 ⇌ i1_3_3 / _[t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ][a-e-i]_[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][e-i-o][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_ <4>,5_5 ⇌ 3_3 / [f-g-k-p-s-t-ð-ɕ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-ã-ĩ-ẽ]_[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <12>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V265_sante'i, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V266_ntasaa,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V267_kunte'i, ⇌ i1ko3 / _k?[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-kʷ][1-3-5-a-e-i-o-ã-õ-ĩ-ẽ]+[1-3-5-ʔ]?[a-e-i-ã-ĩ-ẽ]5 <4>, ⇌ ko3 / _k?[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-kʷ][1-3-5-a-e-i-o-ã-õ-ĩ-ẽ]+[1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-ã-ĩ-ẽ]5 <5>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V268_tana,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
